name,url,pic_url,release,avg_rating,n_ratings,playability,components,writing,art_direction,replayability,publisher,genre,type,theme,scale,proportion,mechanic,playtime,age_rating,min_players,max_players,status,br_score
Panakizhi,https://www.beastsofwar.com/game/panakizhi/,https://www.beastsofwar.com/game/panakizhi/,2019,0,0,0,0,0,0,0,Garage Games Australia,Strategy,Board Game,,,,,10,,2,2,Crowd Funding,1.269251337
Pandemic,https://www.beastsofwar.com/game/pandemic/,https://www.beastsofwar.com/game/pandemic/,2007,7.8,27,9.6,6.1,7,6.9,9,Z-Man Games,"Pulp, Strategy",Board Game,,,,,45,8,2,4,,6.932606025
Pandemic: Legacy,https://www.beastsofwar.com/game/pandemic-legacy/,https://www.beastsofwar.com/game/pandemic-legacy/,2015,8,5,10,9,10,6,5,Z-Man Games,"Pulp, Strategy",Board Game,,,,,60,13,2,4,,4.953176877
Pandemic: Rapid Response,https://www.beastsofwar.com/game/pandemic-rapid-response/,https://www.beastsofwar.com/game/pandemic-rapid-response/,2019,0,1,0,0,0,0,0,Z-Man Games,Survival,Board Game,,,,,20,8,2,4,In Production,1.022088992
Pandemic: Reign Of Cthulhu,https://www.beastsofwar.com/game/pandemic-reign-of-cthulhu/,https://www.beastsofwar.com/game/pandemic-reign-of-cthulhu/,2016,8.3,6,9.2,8.3,6.7,9.2,8,Z-Man Games,Weird,Board Game,,,,,40,14,2,4,,5.431389257
Pandoria,https://www.beastsofwar.com/game/pandoria/,https://www.beastsofwar.com/game/pandoria/,2018,0,0,0,0,0,0,0,Irongames,Fantasy,Board Game,,,,,90,10,2,4,In Production,1.269251337
Pangea,https://www.beastsofwar.com/game/pangea/,https://www.beastsofwar.com/game/pangea/,2019,0,0,0,0,0,0,0,RedImp,Historical,Board Game,,,,,90,14,2,4,Crowd Funding,1.269251337
Panzer Orders Western Front,https://www.beastsofwar.com/game/panzer-orders/,https://www.beastsofwar.com/game/panzer-orders/,2018,0,0,0,0,0,0,0,Self-Published,Historical,Card Game,,,,,30,,2,,,1.269251337
Panzer Strike: Western Front,https://www.beastsofwar.com/game/panzer-strike-western-front/,https://www.beastsofwar.com/game/panzer-strike-western-front/,2019,0,0,0,0,0,0,0,Forsage Games,Strategy,Miniature War Game,,,,,,,,,Crowd Funding,1.269251337
PanzerBlitz,https://www.beastsofwar.com/game/panzerblitz/,https://www.beastsofwar.com/game/panzerblitz/,1970,0,4,0,0,0,0,0,"Avalon Hill Games, Inc.",Historical,Miniature War Game,,,,,90,12,2,,,0.645179819
Panzerfauste,https://www.beastsofwar.com/game/panzerfauste/,https://www.beastsofwar.com/game/panzerfauste/,1998,0,4,0,0,0,0,0,Hysterical Games,Weird,Miniature War Game,,,,,,12,2,,,0.645179819
Paolo Mori's Blitzkrieg!,https://www.beastsofwar.com/game/paolo-moris-blitzkrieg/,https://www.beastsofwar.com/game/paolo-moris-blitzkrieg/,2019,0,0,0,0,0,0,0,The Plastic Soldier Company,Historical,Board Game,,,,,,,,,Crowd Funding,1.269251337
Papering Duel,https://www.beastsofwar.com/game/papering-duel/,https://www.beastsofwar.com/game/papering-duel/,2018,0,0,0,0,0,0,0,"Dazzledu, Mandoo Games",Strategy,Board Game,,,,,25,7,2,2,In Production,1.269251337
Papua,https://www.beastsofwar.com/game/papua/,https://www.beastsofwar.com/game/papua/,2018,0,0,0,0,0,0,0,Devir Games,Strategy,Board Game,,,,,75,10,2,4,,1.269251337
Paragon,https://www.beastsofwar.com/game/paragon-the-broken-continuum/,https://www.beastsofwar.com/game/paragon-the-broken-continuum/,TBA,0,0,0,0,0,0,0,G3 Games & More,Weird,Miniature War Game,,28mm,Heroic,,,,2,,,1.269251337
Parallax,https://www.beastsofwar.com/game/parallax-warbands/,https://www.beastsofwar.com/game/parallax-warbands/,2015,0,0,0,0,0,0,0,Parallax Miniatures,Fantasy,Miniature War Game,,28mm,Heroic,,,,2,,Out of Production,1.269251337
Paranoia,https://www.beastsofwar.com/game/paranoia/,https://www.beastsofwar.com/game/paranoia/,1984,0,2,0,0,0,0,0,Mongoose Publishing,"Humour, Science Fiction",Role-playing Game,,,,,,,2,,,0.855497306
Paris,https://www.beastsofwar.com/game/paris/,https://www.beastsofwar.com/game/paris/,2020,0,0,0,0,0,0,0,Game Brewer,Historical,Board Game,,,,,100,10,2,4,In Development,1.269251337
PARKS: Memories,https://www.beastsofwar.com/game/parks-memories/,https://www.beastsofwar.com/game/parks-memories/,2020,0,0,0,0,0,0,0,Keymaster Games,Family,Board Game,,,,,30,8,2,8,In Development,1.269251337
PARKS: The Board Game,https://www.beastsofwar.com/game/parks-the-board-game/,https://www.beastsofwar.com/game/parks-the-board-game/,2019,0,0,0,0,0,0,0,Keymaster Games,"Strategy, Survival",Board Game,,,,,45,10,1,5,Crowd Funding,1.269251337
Party Bugs,https://www.beastsofwar.com/game/party-bugs/,https://www.beastsofwar.com/game/party-bugs/,2018,0,0,0,0,0,0,0,Abacusspiele,Family,Card Game,,,,,15,8,2,6,In Production,1.269251337
Passing Through Petra,https://www.beastsofwar.com/game/passing-through-petra/,https://www.beastsofwar.com/game/passing-through-petra/,2018,0,0,0,0,0,0,0,Renegade Game Studios,,,,,,,60,14,2,4,In Production,1.269251337
Passtally,https://www.beastsofwar.com/game/passtally/,https://www.beastsofwar.com/game/passtally/,2018,0,0,0,0,0,0,0,,Puzzle,Board Game,,,,,30,8,2,3,In Production,1.269251337
Pathfinder Adventure Card Game,https://www.beastsofwar.com/game/pathfinder-adventure-card-game/,https://www.beastsofwar.com/game/pathfinder-adventure-card-game/,2013,8,6,9.2,9.2,5,9.2,7,Paizo,Fantasy,Card Game,,,,,90,13,1,4,,5.253792043
Pathfinder Roleplaying Game,https://www.beastsofwar.com/game/pathfinder-rpg/,https://www.beastsofwar.com/game/pathfinder-rpg/,2009,7.6,15,7.3,5.7,7.7,9,8,Paizo,Fantasy,Role-playing Game,,,,,,,2,,,6.231873252
PAX Pamir Second Edition,https://www.beastsofwar.com/game/pax-pamir-second-edition/,https://www.beastsofwar.com/game/pax-pamir-second-edition/,2019,0,0,0,0,0,0,0,,,Board Game,,,,,90,,1,5,,1.269251337
Pax Transhumanity,https://www.beastsofwar.com/game/pax-transhumanity/,https://www.beastsofwar.com/game/pax-transhumanity/,,0,0,0,0,0,0,0,,Science Fiction,,,,,,100,,2,4,,1.269251337
Petrichor: HoneyBee,https://www.beastsofwar.com/game/petrichor-honeybee/,https://www.beastsofwar.com/game/petrichor-honeybee/,2019,0,0,0,0,0,0,0,APE Games,"Puzzle, Strategy",Board Game,,,,,20,14,1,4,Crowd Funding,1.269251337
Picnic,https://www.beastsofwar.com/game/picnic/,https://www.beastsofwar.com/game/picnic/,2018,0,0,0,0,0,0,0,Devir Games,"Childrens, Family, Puzzle",Card Game,,,,,15,8,2,6,In Production,1.269251337
Pictomania,https://www.beastsofwar.com/game/pictomania/,https://www.beastsofwar.com/game/pictomania/,2018,0,0,0,0,0,0,0,Czech Games Edition,"Family, Humour, Party",Card Game,,,,,30,10,3,6,In Production,1.269251337
Pieces Of Eight,https://www.beastsofwar.com/game/pieces-of-eight/,https://www.beastsofwar.com/game/pieces-of-eight/,1994,0,0,0,0,0,0,0,Peter Pig,Historical,Miniature War Game,,15mm,TRUE,,,,2,,,1.269251337
Pigasus,https://www.beastsofwar.com/game/pigasus/,https://www.beastsofwar.com/game/pigasus/,2019,0,0,0,0,0,0,0,Brain Games Publishing,Family,Card Game,,,,,20,7,2,8,In Production,1.269251337
Pike & Shotte,https://www.beastsofwar.com/game/pike-shotte/,https://www.beastsofwar.com/game/pike-shotte/,2012,7.9,11,8.2,7.3,8.2,8.2,7,Warlord Games,Historical,Miniature War Game,,28mm,TRUE,,,,2,,,6.08833412
Pikeman's Lament,https://www.beastsofwar.com/game/pikemans-lament/,https://www.beastsofwar.com/game/pikemans-lament/,2017,8.4,5,9,7,10,8,8,Osprey Publishing,Historical,Miniature War Game,,28mm,TRUE,,,,2,,,5.172107978
Pillars of Eternity: Lords of the Eastern Reach,https://www.beastsofwar.com/game/pillars-of-eternity-lords-of-the-eastern-reach/,https://www.beastsofwar.com/game/pillars-of-eternity-lords-of-the-eastern-reach/,2016,0,1,0,0,0,0,0,Zero Radius Games,Fantasy,Card Game,,,,,60,14,1,4,,1.022088992
Pipeline,https://www.beastsofwar.com/game/pipeline/,https://www.beastsofwar.com/game/pipeline/,2019,0,0,0,0,0,0,0,Capstone Games,"Puzzle, Strategy",,,,,,120,12,2,4,Crowd Funding,1.269251337
Pirate Den!,https://www.beastsofwar.com/game/pirate-den/,https://www.beastsofwar.com/game/pirate-den/,2015,0,0,0,0,0,0,0,Crash Games,"Historical, Pirate",Card Game,,,,,30,14,3,5,,1.269251337
Pirates of a Shattered World,https://www.beastsofwar.com/game/pirates-of-a-shattered-world/,https://www.beastsofwar.com/game/pirates-of-a-shattered-world/,2019,0,0,0,0,0,0,0,The Polyhedral Knights,"Pirate, Post-Apocalyptic, Science Fiction",Role-playing Game,,,,,,,,,Crowd Funding,1.269251337
Pirates Of The Crimson Coast,https://www.beastsofwar.com/game/pirates-of-the-crimson-coast/,https://www.beastsofwar.com/game/pirates-of-the-crimson-coast/,2004,0,1,0,0,0,0,0,WizKids,"Historical, Pirate",Card Game,,,,,30,8,2,10,,1.022088992
Pirates Of The Dread Sea,https://www.beastsofwar.com/game/pirates-of-the-dread-sea/,https://www.beastsofwar.com/game/pirates-of-the-dread-sea/,2019,0,0,0,0,0,0,0,Dead Earth Games,Fantasy,Miniature War Game,,28mm,Heroic,,90,12,2,,In Development,1.269251337
Pirates of the Undead Seas,https://www.beastsofwar.com/game/pirates-of-the-undead-seas/,https://www.beastsofwar.com/game/pirates-of-the-undead-seas/,2018,0,0,0,0,0,0,0,Dead Earth Games,Fantasy,Miniature War Game,,28mm,TRUE,,,,,,Crowd Funding,1.269251337
Pirates! Card Game,https://www.beastsofwar.com/game/pirates/,https://www.beastsofwar.com/game/pirates/,2014,0,0,0,0,0,0,0,Self-Published,"Historical, Pirate",Card Game,,,,,45,12,3,6,,1.269251337
Plague Inc.: The Board Game,https://www.beastsofwar.com/game/plague-inc/,https://www.beastsofwar.com/game/plague-inc/,2017,0,2,0,0,0,0,0,Ndemic Creations,"Pulp, Strategy",Board Game,,,,,60,14,1,4,,0.855497306
Planes,https://www.beastsofwar.com/game/planes/,https://www.beastsofwar.com/game/planes/,2014,0,1,0,0,0,0,0,,"Historical, Strategy",Board Game,,,,,30,14,2,4,,1.022088992
Planet,https://www.beastsofwar.com/game/planet/,https://www.beastsofwar.com/game/planet/,2018,0,0,0,0,0,0,0,Blue Orange Games,Puzzle,,,,,,45,8,2,4,In Production,1.269251337
Planet of the Apes: Board Game,https://www.beastsofwar.com/game/planet-of-the-apes-board-game/,https://www.beastsofwar.com/game/planet-of-the-apes-board-game/,2017,0,0,0,0,0,0,0,IDW Games,Science Fiction,Board Game,,,,,60,14,1,4,,1.269251337
Planet Of The Apes: The Miniatures Boardgame,https://www.beastsofwar.com/game/planet-of-the-apes-the-miniatures-boardgame/,https://www.beastsofwar.com/game/planet-of-the-apes-the-miniatures-boardgame/,2018,0,0,0,0,0,0,0,WYSIWYGames,Science Fiction,Miniature War Game,,28mm,Heroic,,,,2,,,1.269251337
Planetarium,https://www.beastsofwar.com/game/planetarium/,https://www.beastsofwar.com/game/planetarium/,2017,0,0,0,0,0,0,0,Game Salute,"Family, Science Fiction",Board Game,,,,,45,10,2,4,In Production,1.269251337
Planetoid,https://www.beastsofwar.com/game/planetoid/,https://www.beastsofwar.com/game/planetoid/,2018,0,0,0,0,0,0,0,Portal Dragon,Science Fiction,Board Game,,,,,30,6,2,5,Crowd Funding,1.269251337
Playsets,https://www.beastsofwar.com/game/playsets/,https://www.beastsofwar.com/game/playsets/,2015,0,0,0,0,0,0,0,The Playsets Team,Fantasy,Video Game,,,,,,,1,,,1.269251337
Plunderbund,https://www.beastsofwar.com/game/plunderbund/,https://www.beastsofwar.com/game/plunderbund/,2020,0,0,0,0,0,0,0,HutChu,Fantasy,Board Game,,,,,180,12,2,5,Crowd Funding,1.269251337
Pocket Mars,https://www.beastsofwar.com/game/pocket-mars/,https://www.beastsofwar.com/game/pocket-mars/,2017,0,0,0,0,0,0,0,Board & Dice,Science Fiction,Card Game,,,,,15,10,1,4,,1.269251337
PokÃ©mon Trading Card Game,https://www.beastsofwar.com/game/pokemon/,https://www.beastsofwar.com/game/pokemon/,1996,0,3,0,0,0,0,0,The PokÃ©mon Company,Family,Card Game,,,,,20,7,2,,,0.735600734
Polyversal,https://www.beastsofwar.com/game/polyversal/,https://www.beastsofwar.com/game/polyversal/,2018,0,0,0,0,0,0,0,Collins Epic Wargames,Science Fiction,Miniature War Game,,6mm,Heroic,,120,13,2,8,,1.269251337
Portal: The Uncooperative Cake Acquisition Game,https://www.beastsofwar.com/game/portal-the-board-game/,https://www.beastsofwar.com/game/portal-the-board-game/,2015,0,1,0,0,0,0,0,Cryptozoic Entertainment,"Humour, Science Fiction",Board Game,,,,,30,15,2,4,,1.022088992
Portals: Worlds Collide,https://www.beastsofwar.com/game/portals-worlds-collide/,https://www.beastsofwar.com/game/portals-worlds-collide/,TBA,0,0,0,0,0,0,0,Deraj Studios,Fantasy,Board Game,,32mm,TRUE,,,,2,,,1.269251337
Porto,https://www.beastsofwar.com/game/porto/,https://www.beastsofwar.com/game/porto/,2019,0,0,0,0,0,0,0,Mebo,Historical,Board Game,,,,,45,8,1,4,In Production,1.269251337
Potato Pirates,https://www.beastsofwar.com/game/potato-pirates/,https://www.beastsofwar.com/game/potato-pirates/,2017,0,0,0,0,0,0,0,Codomo,Humour,Card Game,,,,,20,6,3,6,,1.269251337
Potemkin Empire,https://www.beastsofwar.com/game/potemkin-empire/,https://www.beastsofwar.com/game/potemkin-empire/,,0,0,0,0,0,0,0,Indie Board and Cards,Historical,Board Game,,,,,,14,3,5,Crowd Funding,1.269251337
Potion,https://www.beastsofwar.com/game/potion/,https://www.beastsofwar.com/game/potion/,2018,0,0,0,0,0,0,0,FoxMind,"Family, Fantasy",,,,,,20,8,3,7,In Production,1.269251337
Potion Explosion: The 6th Student,https://www.beastsofwar.com/game/potion-explosion-the-6th-student/,https://www.beastsofwar.com/game/potion-explosion-the-6th-student/,2018,0,0,0,0,0,0,0,Horrible Games,"Family, Science Fiction",Board Game,,,,,45,8,5,6,In Production,1.269251337
Power Grid: Recharged Edition,https://www.beastsofwar.com/game/power-grid-recharged-edition/,https://www.beastsofwar.com/game/power-grid-recharged-edition/,2019,0,1,0,0,0,0,0,Rio Grande Games,Strategy,Board Game,,,,,90,13,2,6,In Production,1.022088992
Power Rangers: Heroes Of The Grid,https://www.beastsofwar.com/game/power-rangers-heroes-of-the-grid/,https://www.beastsofwar.com/game/power-rangers-heroes-of-the-grid/,,0,0,0,0,0,0,0,Renegade Game Studios,Science Fiction,Board Game,,,,,50,14,2,5,In Production,1.269251337
Precious Cargo,https://www.beastsofwar.com/game/precious-cargo/,https://www.beastsofwar.com/game/precious-cargo/,2019,0,0,0,0,0,0,0,Winning Moves Games,Strategy,Board Game,,,,,45,10,2,2,In Production,1.269251337
PrÃªt-Ã -Porter,https://www.beastsofwar.com/game/pret-a-porter/,https://www.beastsofwar.com/game/pret-a-porter/,2019,0,0,0,0,0,0,0,Portal Games,Strategy,Board Game,,,,,90,10,2,4,Crowd Funding,1.269251337
Primeval Clash,https://www.beastsofwar.com/game/primeval-clash/,https://www.beastsofwar.com/game/primeval-clash/,2019,0,0,0,0,0,0,0,Nerd Palace Games,Fantasy,Miniature War Game,,30mm,Heroic,,,,2,,Crowd Funding,1.269251337
Print The Legend,https://www.beastsofwar.com/game/print-the-legend/,https://www.beastsofwar.com/game/print-the-legend/,2017,0,0,0,0,0,0,0,Hawvermale Paper & Pen,Historical,Role-playing Game,,,,,,,2,,In Production,1.269251337
Prisma Arena,https://www.beastsofwar.com/game/prisma-arena/,https://www.beastsofwar.com/game/prisma-arena/,2020,0,0,0,0,0,0,0,Hub Games,"Family, Fantasy",Board Game,,,,,60,8,2,4,In Development,1.269251337
Privateers! The Golden Decade,https://www.beastsofwar.com/game/privateers-the-golden-decade/,https://www.beastsofwar.com/game/privateers-the-golden-decade/,TBA,0,0,0,0,0,0,0,Self-Published,Historical,Board Game,,,,,60,14,2,5,Out of Production,1.269251337
Project BASH,https://www.beastsofwar.com/game/project-bash/,https://www.beastsofwar.com/game/project-bash/,2020,0,0,0,0,0,0,0,Needy Cat Games,Science Fiction,Board Game,,,,,45,,2,2,In Development,1.269251337
Project L,https://www.beastsofwar.com/game/project-l/,https://www.beastsofwar.com/game/project-l/,2018,0,0,0,0,0,0,0,Boardcubator,"Puzzle, Strategy",Board Game,,,,,,,,,Crowd Funding,1.269251337
Project Pandora: Grim Cargo,https://www.beastsofwar.com/game/project-pandora/,https://www.beastsofwar.com/game/project-pandora/,2012,0,0,0,0,0,0,0,Mantic Games,Science Fiction,Board Game,,28mm,Heroic,,15,10,2,,Out of Production,1.269251337
Project Z: The Zombie Miniatures Game,https://www.beastsofwar.com/game/project-z/,https://www.beastsofwar.com/game/project-z/,2016,0,2,0,0,0,0,0,Warlord Games,Family,Miniature War Game,,28mm,Heroic,,,,1,3,,0.855497306
Project: ELITE,https://www.beastsofwar.com/game/project-elite/,https://www.beastsofwar.com/game/project-elite/,2016,0,1,0,0,0,0,0,Drawlab Entertainment,Science Fiction,Board Game,,28mm,Heroic,,30,12,1,4,,1.022088992
Proving Grounds,https://www.beastsofwar.com/game/proving-grounds/,https://www.beastsofwar.com/game/proving-grounds/,2019,0,0,0,0,0,0,0,Renegade Game Studios,Fantasy,Board Game,,,,,45,10,1,1,In Production,1.269251337
Proxy War,https://www.beastsofwar.com/game/proxy-war/,https://www.beastsofwar.com/game/proxy-war/,TBA,0,0,0,0,0,0,0,Proxy Army Games,Science Fiction,Miniature War Game,,28mm,Heroic,,,,2,6,In Development,1.269251337
Puerto Rico,https://www.beastsofwar.com/game/puerto-rico/,https://www.beastsofwar.com/game/puerto-rico/,2019,0,1,0,0,0,0,0,Rio Grande Games,"Historical, Strategy",,,,,,90,14,2,5,In Production,1.022088992
Pugmire,https://www.beastsofwar.com/game/pugmire/,https://www.beastsofwar.com/game/pugmire/,2016,0,3,0,0,0,0,0,Onyx Path Publishing,Fantasy,Role-playing Game,,,,,180,,2,,In Production,0.735600734
Pulp Alley,https://www.beastsofwar.com/game/pulp-alley/,https://www.beastsofwar.com/game/pulp-alley/,2012,7.8,10,9.5,6.5,8,6,9,Pulp Alley,Pulp,Miniature War Game,,28mm,TRUE,,,,2,,In Production,5.889423092
Pulp City,https://www.beastsofwar.com/game/pulp-city/,https://www.beastsofwar.com/game/pulp-city/,2007,7.7,6,9.2,6.7,5.8,7.5,9,"Pulp Monsters, Kitbash Games",Pulp,Miniature War Game,,32mm,Heroic,,30,13,2,6,In Production,5.076194829
Punkapocalyptic,https://www.beastsofwar.com/game/punkapocalyptic/,https://www.beastsofwar.com/game/punkapocalyptic/,2017,8,6,8.3,9.2,6.7,9.2,6,Bad Roll Games,Post-Apocalyptic,Miniature War Game,,30mm,Heroic,,,,2,,,5.253792043
Punkapocalyptic RPG,https://www.beastsofwar.com/game/punkapocalyptic-rpg/,https://www.beastsofwar.com/game/punkapocalyptic-rpg/,2020,0,0,0,0,0,0,0,Bad Roll Games,Post-Apocalyptic,Role-playing Game,,32mm,Heroic,,360,12,2,5,Crowd Funding,1.269251337
Puppet Wars: Unstitched,https://www.beastsofwar.com/game/puppet-wars-unstitched/,https://www.beastsofwar.com/game/puppet-wars-unstitched/,2011,0,2,0,0,0,0,0,Wyrd Miniatures,Weird,Board Game,,32mm,Heroic,,60,13,2,,,0.855497306
Quantified,https://www.beastsofwar.com/game/quantified/,https://www.beastsofwar.com/game/quantified/,2019,0,0,0,0,0,0,0,Quality Beast,Strategy,Board Game,,,,,90,12,2,4,In Development,1.269251337
Quartermaster General: 1914,https://www.beastsofwar.com/game/quartermaster-general-1914/,https://www.beastsofwar.com/game/quartermaster-general-1914/,2016,0,1,0,0,0,0,0,The Plastic Soldier Company,Historical,Board Game,,,,,90,12,2,5,,1.022088992
Quartermaster General: The Cold War,https://www.beastsofwar.com/game/quartermaster-general-the-cold-war/,https://www.beastsofwar.com/game/quartermaster-general-the-cold-war/,,0,0,0,0,0,0,0,The Plastic Soldier Company,Historical,Board Game,,,,,,,3,6,Crowd Funding,1.269251337
Queendomino,https://www.beastsofwar.com/game/queendomino/,https://www.beastsofwar.com/game/queendomino/,2017,0,1,0,0,0,0,0,Blue Orange Games,Fantasy,Board Game,,,,,25,8,2,4,,1.022088992
Quest,https://www.beastsofwar.com/game/quest/,https://www.beastsofwar.com/game/quest/,TBA,0,0,0,0,0,0,0,The Adventure Guild,Fantasy,Role-playing Game,,,,,,,,,Crowd Funding,1.269251337
Quietus,https://www.beastsofwar.com/game/quietus/,https://www.beastsofwar.com/game/quietus/,2019,0,0,0,0,0,0,0,,Horror,Role-playing Game,,,,,,,2,3,Crowd Funding,1.269251337
Quodd Heroes,https://www.beastsofwar.com/game/quodd-heroes/,https://www.beastsofwar.com/game/quodd-heroes/,2019,0,1,0,0,0,0,0,Wonderment Games,Puzzle,Board Game,,,,,90,14,1,6,In Production,1.022088992
Race For The Chinese Zodiac,https://www.beastsofwar.com/game/race-for-the-chinese-zodiac/,https://www.beastsofwar.com/game/race-for-the-chinese-zodiac/,2019,0,0,0,0,0,0,0,Capstone Games,"Fantasy, Historical",Board Game,,,,,60,8,3,5,Crowd Funding,1.269251337
Race for the Galaxy,https://www.beastsofwar.com/game/race-for-the-galaxy/,https://www.beastsofwar.com/game/race-for-the-galaxy/,2007,7.2,5,10,5,5,8,8,Rio Grande Games,Science Fiction,Card Game,,,,,30,12,2,4,,4.515314675
Race to Moscow,https://www.beastsofwar.com/game/race-to-moscow/,https://www.beastsofwar.com/game/race-to-moscow/,2020,0,0,0,0,0,0,0,PHALANX Games,Historical,Board Game,,,,,,,2,4,,1.269251337
Race to the New Found Land,https://www.beastsofwar.com/game/race-to-the-new-found-land/,https://www.beastsofwar.com/game/race-to-the-new-found-land/,2018,0,0,0,0,0,0,0,Z-Man Games,Historical,Board Game,,,,,90,10,2,4,In Production,1.269251337
